address,balance_wei,balance_ether,transaction_count,is_contract,total_transactions,sent_transactions,received_transactions,unique_sent_to_addresses,unique_received_from_addresses,total_ether_sent,total_ether_received,avg_value_sent,avg_value_received,max_value_sent,max_value_received,min_value_sent,min_value_received,time_diff_first_last_txn_mins,number_of_created_contracts,avg_min_between_sent_txn
0x00****00be,17544051000000000,0.017544051,1,True,654,0,652,0,583,0.0,0.017544051,0.0,2.69080536809816e-05,0.0,0.017544051,0.0,0.0,921608.2333333332,0,0.0
0x00****867f,0,0.0,1,True,2624,0,2465,0,1512,0.0,0.02,0.0,8.113590263691684e-06,0.0,0.01,0.0,0.0,1413042.3333333333,0,0.0
0x00****6a95,0,0.0,1,True,7276,0,7230,0,4084,0.0,409.0800000000045,0.0,0.0565809128630711,0.0,0.45,0.0,0.0,1695499.1,0,0.0
0x00****6b58,0,0.0,1,True,473,0,463,0,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2820679.566666667,0,0.0
0x00****d823,0,0.0,1,True,3696,0,3491,0,1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2056224.3833333333,0,0.0
0x00****60f9,0,0.0,1,True,10000,0,9999,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939677.9666666668,0,0.0
0x00****52cb,5648541062208676,0.0056485410622086,2,True,2996,0,2785,0,254,0.0,4006.106156381475,0.0,1.4384582249125584,0.0,320.0,0.0,0.0,119181.15,0,0.0
0x00****1410,0,0.0,4,True,97,0,89,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386741.35,0,0.0
0x00****0085,0,0.0,58144,True,10000,0,9999,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.35,0,0.0
0x00****af4e,0,0.0,1,True,73,0,70,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439598.9833333334,0,0.0
0x00****db91,0,0.0,1,True,299,0,282,0,164,0.0,2.6099999999999994,0.0,0.0092553191489361,0.0,0.3,0.0,0.0,1256753.5,0,0.0
0x00****2300,0,0.0,1,True,3056,0,171,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562831.45,0,0.0
0x00****f8bd,0,0.0,1,True,2943,0,2929,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813092.3666666667,0,0.0
0x00****2770,0,0.0,1,True,979,0,961,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2718821.05,0,0.0
0x00****b6f6,0,0.0,1,True,171,0,165,0,140,0.0,25.541905920793408,0.0,0.1547994298229903,0.0,1.5,0.0,0.0,47644.7,0,0.0
0x00****1220,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****29bd,0,0.0,1,True,589,0,586,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2757022.75,0,0.0
0x00****0090,0,0.0,58153,True,10000,0,9999,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9706.55,0,0.0
0x00****31f2,0,0.0,58114,True,10000,0,9719,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9712.0,0,0.0
0x00****9a8b,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****a572,0,0.0,1,True,10000,0,9972,0,9499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42346.68333333333,0,0.0
0x00****005d,0,0.0,1,True,627,0,601,0,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582006.9666666667,0,0.0
0x00****5e99,0,0.0,1,True,1236,0,1209,0,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214090.4833333334,0,0.0
0x00****c5f4,0,0.0,1,True,39,0,38,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126788.4166666667,0,0.0
0x00****2d74,0,0.0,1,True,380,0,376,0,324,0.0,0.7015343046648413,0.0,0.0018657827251724,0.0,0.7,0.0,0.0,1827935.066666667,0,0.0
0x00****5c9f,0,0.0,1,True,10000,0,9571,0,2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7117.233333333334,0,0.0
0x00****4c28,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****d329,0,0.0,1,True,472,0,446,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283710.63333333336,0,0.0
0x00****cbeb,0,0.0,1,True,647,0,643,0,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780524.5333333333,0,0.0
0x00****0352,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****438d,0,0.0,1,True,28,0,28,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1906052.05,0,0.0
0x00****305d,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****49b4,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****9dc3,0,0.0,1,True,793,0,792,0,40,0.0,10.079999999999991,0.0,0.0127272727272727,0.0,1.2,0.0,0.0,35928.75,0,0.0
0x00****8461,0,0.0,1,True,35,0,28,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285738.4,0,0.0
0x00****64dc,0,0.0,1,True,228,0,225,0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231746.316666667,0,0.0
0x00****b150,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****cf31,3,3e-18,1,True,104,0,103,0,94,0.0,1.88861339,0.0,0.018336052330097,0.0,1.8,0.0,0.0,75659.51666666666,0,0.0
0x00****5e1b,0,0.0,1,True,635,0,630,0,311,0.0,13.980000000000016,0.0,0.0221904761904762,0.0,0.09,0.0,0.0,1519110.1666666667,0,0.0
0x00****fe36,0,0.0,1,True,53,0,53,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290409.7833333333,0,0.0
0x00****07b6,0,0.0,1,True,6454,0,6291,0,2269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3257137.7,0,0.0
0x00****819f,0,0.0,1,True,7,0,7,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250778.183333333,0,0.0
0x00****e901,0,0.0,1,True,112,0,111,0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508576.93333333335,0,0.0
0x00****b838,2,2e-18,1,True,487,0,476,0,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590385.2666666667,0,0.0
0x00****b893,0,0.0,1,True,2650,0,1974,0,956,0.0,0.9980999999999758,0.0,0.0005056231003039,0.0,0.025,0.0,0.0,1462556.0333333334,0,0.0
0x00****f07e,0,0.0,1,True,35,0,30,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659444.2,0,0.0
0x00****e1df,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****a979,0,0.0,1,True,3946,0,3857,0,1563,0.0,400.00000000000193,0.0,0.1037075447238791,0.0,1.0,0.0,0.0,1728872.2833333334,0,0.0
0x00****69c7,0,0.0,1,True,87,0,85,0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171795.5166666666,0,0.0
0x00****05e9,0,0.0,1,True,32,0,31,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5273.5,0,0.0
0x00****371a,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****b465,0,0.0,1,True,1795,0,630,0,253,0.0,135.62781106190525,0.0,0.215282239780802,0.0,2.5,0.0,0.0,297903.2166666667,0,0.0
0x00****cc2d,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****6c5d,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****4f53,0,0.0,1,True,10000,0,9660,0,566,0.0,5899.0470936907,0.0,0.610667401003178,0.0,364.4738890881858,0.0,0.0,421252.95,0,0.0
0x00****16ee,0,0.0,1,True,3,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8087.733333333334,0,0.0
0x00****6d1c,0,0.0,1,True,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15460.166666666666,0,0.0
0x00****c33c,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****b3e0,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****e37b,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****baac,0,0.0,1,True,10000,0,9708,0,5100,0.0,774.0000000000383,0.0,0.0797280593325132,0.0,1.6,0.0,0.0,224270.28333333333,0,0.0
0x00****1520,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****b835,0,0.0,1,True,60,0,58,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7322.6,0,0.0
0x00****82e0,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****7555,0,0.0,1,True,224,0,221,0,95,0.0,969.4368,0.0,4.38659185520362,0.0,30.0,0.0,0.0,3182.55,0,0.0
0x00****5470,0,0.0,1,True,180,0,177,0,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367850.0,0,0.0
0x00****e7e0,0,0.0,1,True,253,0,251,0,126,0.0,22.799999999999983,0.0,0.0908366533864541,0.0,0.475,0.0,0.0,1584072.75,0,0.0
0x00****800d,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****aa49,0,0.0,1,True,258,0,253,0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940014.4166666666,0,0.0
0x00****a951,0,0.0,1,True,10000,0,9764,0,366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169833.76666666666,0,0.0
0x00****f85c,0,0.0,1,True,38,0,37,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.75,0,0.0
0x00****3386,0,0.0,1,True,1371,0,658,0,271,0.0,64.99777000002001,0.0,0.098780805471155,0.0,0.259583000001,0.0,0.0,31692.016666666663,0,0.0
0x00****ccdf,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****ea96,48887492684738464,0.0488874926847384,1,True,10,0,10,0,10,0.0,1.4722626676894706,0.0,0.147226266768947,0.0,0.5,0.0,0.0,818800.7666666667,0,0.0
0x00****7a72,0,0.0,1,True,23,0,23,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991651.8,0,0.0
0x00****70f1,0,0.0,1,True,38,0,37,0,33,0.0,1.9,0.0,0.0513513513513513,0.0,1.9,0.0,0.0,491.9666666666666,0,0.0
0x00****f583,1787712657943639737,1.7877126579436395,1,True,178,0,177,0,23,0.0,29.07887769195436,0.0,0.1642874445873127,0.0,9.0,0.0,0.0,2457789.55,0,0.0
0x00****d433,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****bded,0,0.0,1,True,2970,0,2926,0,2568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10451.8,0,0.0
0x00****3e2e,0,0.0,1,True,10000,0,9996,0,690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538361.85,0,0.0
0x00****f3d2,0,0.0,1,True,211,0,206,0,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938881.6,0,0.0
0x00****5cf2,0,0.0,1,True,623,0,596,0,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2172496.0,0,0.0
0x00****fd18,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****9814,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****cf9b,350720000000000000,0.35072,1,True,173,0,166,0,26,0.0,25.000000000000032,0.0,0.1506024096385544,0.0,1.2,0.0,0.0,186145.61666666667,0,0.0
0x00****6ad0,0,0.0,0,True,1453,0,1447,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458086.7833333333,0,0.0
0x00****bd6c,0,0.0,1,True,9534,0,9468,0,4534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123823.6666666665,0,0.0
0x00****8092,132574845572244,0.0001325748455722,1,True,5095,0,5061,0,149,0.0,162.95967600503383,0.0,0.0321991061065073,0.0,18.5,0.0,0.0,1710812.8666666667,0,0.0
0x00****dc30,0,0.0,1,True,162,0,162,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029338.9166666667,0,0.0
0x00****23d4,0,0.0,1,True,2969,0,2967,0,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2444919.9,0,0.0
0x00****aad7,0,0.0,1,True,10000,0,9759,0,2891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34375.15,0,0.0
0x00****580b,0,0.0,1,True,108,0,106,0,40,0.0,1.1864600000000003,0.0,0.0111930188679245,0.0,0.19261,0.0,0.0,1485186.95,0,0.0
0x00****ca4f,0,0.0,1,True,140,0,137,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695490.2666666667,0,0.0
0x00****1007,0,0.0,1,True,10000,0,9754,0,2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810086.0,0,0.0
0x00****71a2,0,0.0,1,True,6,0,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71515.68333333333,0,0.0
0x00****b9d3,0,0.0,1,True,4409,0,4365,0,3059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253463.466666667,0,0.0
0x00****7375,0,0.0,1,True,581,0,575,0,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650593.6333333333,0,0.0
0x00****ee4d,0,0.0,1,True,47,0,46,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10308.4,0,0.0
0x00****270d,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****370a,0,0.0,1,True,1515,0,1449,0,433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469655.0333333334,0,0.0
0x00****e182,0,0.0,1,True,10000,0,9519,0,1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214923.5833333333,0,0.0
0x00****4334,0,0.0,1,True,138,0,133,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836441.6833333333,0,0.0
0x00****d084,0,0.0,1,True,5250,0,5245,0,988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701103.3,0,0.0
0x00****c50d,0,0.0,1,True,11,0,10,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756479.5666666667,0,0.0
0x00****928b,0,0.0,1,True,3,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225281.11666666667,0,0.0
0x00****3dfe,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****cd78,0,0.0,1,True,589,0,416,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607508.25,0,0.0
0x00****7827,0,0.0,1,True,58,0,55,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4198.4,0,0.0
0x00****b555,0,0.0,1,True,959,0,937,0,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685517.883333333,0,0.0
0x00****e797,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****485e,1,1e-18,1,True,56,0,55,0,49,0.0,0.6,0.0,0.0109090909090909,0.0,0.6,0.0,0.0,1944093.25,0,0.0
0x00****4360,0,0.0,1,True,3394,0,3384,0,1113,0.0,857.489999999995,0.0,0.2533953900709205,0.0,6.5,0.0,0.0,1602270.6666666667,0,0.0
0x00****f9e8,0,0.0,1,True,10000,0,9270,0,862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225061.2333333334,0,0.0
0x00****2a89,0,0.0,1,True,306,0,299,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456710.6666666667,0,0.0
0x00****e0c4,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****150b,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****b5a8,0,0.0,1,True,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****a970,0,0.0,2,True,5527,0,5410,0,1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44389.6,0,0.0
0x00****e4a5,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****2097,0,0.0,1,True,2,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50661.71666666667,0,0.0
0x00****2bd8,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****0c5b,0,0.0,1,True,335,0,324,0,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000193.2666666668,0,0.0
0x00****e5ae,0,0.0,1,True,1185,0,1025,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648186.55,0,0.0
0x00****070a,0,0.0,1,True,55,0,48,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98693.5,0,0.0
0x00****0785,0,0.0,4,True,86,0,85,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472745.18333333335,0,0.0
0x00****ba69,0,0.0,1,True,33,0,33,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354059.2,0,0.0
0x00****79f7,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****d455,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****f353,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****0075,0,0.0,1,True,1087,0,1035,0,652,0.0,59.42100000000017,0.0,0.0574115942028987,0.0,0.45,0.0,0.0,1438543.7333333334,0,0.0
0x00****8523,0,0.0,1,True,78,0,74,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19325.3,0,0.0
0x00****3ce0,0,0.0,1,True,4204,0,4132,0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298340.4,0,0.0
0x00****6d0d,0,0.0,1,True,240,0,240,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053434.066666667,0,0.0
0x00****6c6f,0,0.0,1,True,114,0,113,0,107,0.0,4.0,0.0,0.0353982300884955,0.0,4.0,0.0,0.0,46121.15,0,0.0
0x00****5f89,0,0.0,1,True,277,0,263,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185629.85,0,0.0
0x00****ef96,0,0.0,1,True,10000,0,9956,0,1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022176.3833333332,0,0.0
0x00****84fc,0,0.0,1,True,101,0,100,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3087571.9166666665,0,0.0
0x00****4642,0,0.0,1,True,1134,0,1124,0,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168281.5,0,0.0
0x00****ec53,0,0.0,1,True,38,0,38,0,3,0.0,0.0078,0.0,0.0002052631578947,0.0,0.0078,0.0,0.0,159346.8,0,0.0
0x00****d15b,0,0.0,1,True,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x00****c3fe,218503000000000000,0.218503,1,True,516,0,510,0,236,0.0,0.218503,0.0,0.0004284372549019,0.0,0.218503,0.0,0.0,2039422.8666666667,0,0.0
0x00****afb5,10000000000000000,0.01,1,True,2157,0,1870,0,1681,0.0,0.01,0.0,5.347593582887701e-06,0.0,0.01,0.0,0.0,1521874.0166666666,0,0.0
0x00****f754,0,0.0,1,True,93,0,83,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152445.21666666667,0,0.0
0x00****6e0b,0,0.0,1,True,207,0,205,0,30,0.0,33.00417581499998,0.0,0.1609959795853657,0.0,24.998719,0.0,0.00964,1043796.1666666666,0,0.0
0x00****3cda,0,0.0,1,True,618,0,578,0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999900.85,0,0.0
0x00****9fb1,0,0.0,1,True,303,0,302,0,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635590.3166666667,0,0.0
0x00****68a4,0,0.0,1,True,98,0,97,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569510.4833333333,0,0.0
0x00****2b24,0,0.0,1,True,4114,0,3912,0,1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746241.716666667,0,0.0
