address,balance_wei,balance_ether,transaction_count,is_contract,total_transactions,sent_transactions,received_transactions,unique_sent_to_addresses,unique_received_from_addresses,total_ether_sent,total_ether_received,avg_value_sent,avg_value_received,max_value_sent,max_value_received,min_value_sent,min_value_received,time_diff_first_last_txn_mins,number_of_created_contracts,avg_min_between_sent_txn
0x71****616c,0,0.0,1,True,171,0,105,0,69,0.0,2.00001e-10,0.0,1.9047714285714284e-12,0.0,1e-10,0.0,0.0,90415.3,0,0.0
0xc2****a1d4,0,0.0,1,True,198,0,114,0,23,0.0,0.001,0.0,8.771929824561403e-06,0.0,0.001,0.0,0.0,479006.5,0,0.0
0xc9****7d2d,0,0.0,1,True,175,0,113,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84545.1,0,0.0
0xec****bd19,0,0.0,1,True,153,0,114,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43225.43333333333,0,0.0
0x73****b3b7,0,0.0,1,True,78,0,45,0,33,0.0,0.0100432947288667,0.0,0.0002231843273081,0.0,0.01,0.0,0.0,134110.9,0,0.0
0x7d****c311,0,0.0,1,True,87,0,54,0,41,0.0,1e-17,0.0,1.8518518518518522e-19,0.0,1e-17,0.0,0.0,129848.73333333334,0,0.0
0xc6****25d7,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x12****6b71,0,0.0,1,True,92,0,63,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131051.38333333332,0,0.0
0x39****476e,0,0.0,1,True,120,0,77,0,51,0.0,0.05001,0.0,0.0006494805194805,0.0,0.05,0.0,0.0,164288.23333333334,0,0.0
0x1b****0d30,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8842.9,0,0.0
0xd6****c997,0,0.0,1,True,143,0,106,0,18,0.0,0.0025,0.0,2.358490566037736e-05,0.0,0.0015,0.0,0.0,2209.8,0,0.0
0xf7****a354,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.65,0,0.0
0x22****8775,0,0.0,1,True,6,0,5,0,3,0.0,0.02,0.0,0.004,0.0,0.01,0.0,0.0,26771.75,0,0.0
0x65****c30b,0,0.0,1,True,190,0,107,0,50,0.0,3e-05,0.0,2.80373831775701e-07,0.0,3e-05,0.0,0.0,3350.633333333333,0,0.0
0x6c****af45,0,0.0,1,True,244,0,198,0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994.766666666666,0,0.0
0xad****9c0c,0,0.0,1,True,19,0,18,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14635.333333333334,0,0.0
0xec****9734,0,0.0,1,True,214,0,103,0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333.966666666666,0,0.0
0xf4****7281,0,0.0,1,True,122,0,121,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7741.166666666667,0,0.0
0xf9****aeca,0,0.0,1,True,67,0,54,0,33,0.0,0.02,0.0,0.0003703703703703,0.0,0.01,0.0,0.0,20627.116666666665,0,0.0
0xff****e282,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065.5333333333333,0,0.0
0x68****070d,0,0.0,1,True,12,0,11,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5683.316666666667,0,0.0
0x73****0ad9,0,0.0,1,True,659,0,305,0,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33198.21666666667,0,0.0
0x78****50e8,0,0.0,1,True,125,0,112,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13527.616666666669,0,0.0
0xc3****9edd,0,0.0,1,True,173,0,117,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779388.1333333333,0,0.0
0xfc****9392,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2845.3,0,0.0
0x33****886b,0,0.0,1,True,199,0,126,0,81,0.0,0.00252,0.0,2e-05,0.0,0.002,0.0,0.0,417658.4666666667,0,0.0
0x63****50ce,0,0.0,1,True,183,0,108,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42721.46666666667,0,0.0
0x83****0b65,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0,0.0
0x8e****8c8d,0,0.0,1,True,21,0,20,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189356.41666666663,0,0.0
0xb1****e40e,0,0.0,1,True,113,0,104,0,62,0.0,0.008000321,0.0,7.692616346153846e-05,0.0,0.008,0.0,0.0,559936.0,0,0.0
0xe1****095a,0,0.0,1,True,204,0,124,0,77,0.0,0.0001002,0.0,8.080645161290323e-07,0.0,0.0001,0.0,0.0,360904.8666666666,0,0.0
0x1c****b8b6,0,0.0,1,True,13,0,12,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166.266666666667,0,0.0
0x4f****53db,0,0.0,1,True,228,0,109,0,23,0.0,1e-05,0.0,9.174311926605507e-08,0.0,1e-05,0.0,0.0,1162748.6666666667,0,0.0
0x76****9fd8,0,0.0,1,True,933,0,911,0,306,0.0,0.031103,0.0,3.414160263446762e-05,0.0,0.02,0.0,0.0,720891.6833333333,0,0.0
0xbc****1703,0,0.0,1,True,243,0,205,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138428.43333333332,0,0.0
0xd1****152c,0,0.0,1,True,2,0,1,0,1,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,16916.3,0,0.0
0x3c****962d,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x6e****1315,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6528.866666666667,0,0.0
0x87****5441,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xb9****4f27,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xd5****9eb1,0,0.0,1,True,717,0,694,0,214,0.0,0.0650000000000001,0.0,9.365994236311252e-05,0.0,0.03,0.0,0.0,627110.0333333333,0,0.0
0xe6****70fc,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.1833333333334,0,0.0
0xff****883d,0,0.0,1,True,87,0,69,0,31,0.0,0.06,0.0,0.0008695652173913,0.0,0.05,0.0,0.0,11205.283333333333,0,0.0
0x0c****990b,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.433333333333333,0,0.0
0x37****2b47,0,0.0,1,True,380,0,369,0,214,0.0,0.0252397361634302,0.0,6.8400369006586e-05,0.0,0.02,0.0,0.0,1011667.9166666666,0,0.0
0x67****ef27,0,0.0,1,True,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x7a****c0eb,0,0.0,1,True,177,0,110,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304213.05,0,0.0
0xc0****59dc,0,0.0,1,True,373,0,221,0,157,0.0,0.0002000101,0.0,9.05023076923077e-07,0.0,0.0001,0.0,0.0,786568.1833333333,0,0.0
0x08****c851,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.7,0,0.0
0x10****e4a4,0,0.0,1,True,70,0,28,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345416.81666666665,0,0.0
0x81****2fc7,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xdb****454c,0,0.0,1,True,129,0,122,0,96,0.0,0.2582352650000001,0.0,0.0021166825,0.0,0.04,0.0,0.0,775315.7,0,0.0
0xea****1760,0,0.0,1,True,1847,0,1145,0,826,0.0,0.001200863,0.0,1.0487886462882094e-06,0.0,0.001,0.0,0.0,1444904.433333333,0,0.0
0xf7****5ca7,0,0.0,1,True,1180,0,1031,0,160,0.0,0.001,0.0,9.699321047526671e-07,0.0,0.001,0.0,0.0,299832.2833333333,0,0.0
0xbb****f495,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x60****52ee,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x78****9a38,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xa0****0c2e,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7333333333333334,0,0.0
0xa5****36ef,0,0.0,1,True,23,0,22,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162578.61666666667,0,0.0
0xb7****f6ad,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xce****6a73,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.633333333333333,0,0.0
0xd0****19e2,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xe9****10fd,0,0.0,1,True,14,0,13,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66816.76666666666,0,0.0
0xe9****eca5,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17150.833333333332,0,0.0
0xf8****992e,0,0.0,1,True,47,0,42,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243286.75,0,0.0
0xfb****6131,0,0.0,1,True,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758434.85,0,0.0
0x07****06f4,0,0.0,1,True,7,0,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112150.53333333334,0,0.0
0x0b****49e9,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x0f****95e2,0,0.0,1,True,10000,0,9976,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40240.833333333336,0,0.0
0x11****4286,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.26666666666668,0,0.0
0x13****e746,0,0.0,1,True,10000,0,9067,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300663.9666666667,0,0.0
0x16****5f55,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218483.13333333333,0,0.0
0x21****119f,0,0.0,1,True,6,0,5,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119534.48333333334,0,0.0
0x26****a257,0,0.0,1,True,23,0,22,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245681.4333333333,0,0.0
0x27****1937,0,0.0,1,True,6,0,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.983333333333,0,0.0
0x32****3973,0,0.0,1,True,2215,0,1923,0,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240496.78333333333,0,0.0
0x4a****00bc,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.2,0,0.0
0x4b****2a41,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.216666666666667,0,0.0
0x52****c8d7,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26042.88333333333,0,0.0
0x53****8a52,0,0.0,1,True,5,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683333333333334,0,0.0
0x53****6824,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.06666666666666,0,0.0
0x56****6a31,0,0.0,1,True,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x5f****a859,0,0.0,1,True,57,0,56,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151594.31666666668,0,0.0
0x5f****de58,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,0,0.0
0x61****739a,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x62****ebef,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0x66****6a88,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151.733333333334,0,0.0
0x6d****e070,0,0.0,1,True,15,0,13,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344817.6166666667,0,0.0
0x70****3c82,0,0.0,1,True,747,0,745,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322362.5,0,0.0
0x7c****978e,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0.0
0x83****dfd8,0,0.0,1,True,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.36666666666667,0,0.0
0x8a****9178,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.966666666666669,0,0.0
0x91****bbed,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.2166666666667,0,0.0
0x9c****8610,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xa0****76f7,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86666666666667,0,0.0
0xb7****961e,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xba****04f2,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xc1****680b,0,0.0,1,True,6,0,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.58333333333334,0,0.0
0xc2****ffa4,0,0.0,1,True,9,0,8,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128648.45,0,0.0
0xc6****9224,0,0.0,1,True,88,0,87,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169402.93333333332,0,0.0
0xc7****45c8,0,0.0,1,True,183,0,182,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049436.7833333334,0,0.0
0xce****ae5a,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xce****aac9,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xd0****fa00,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xd8****cb0f,0,0.0,1,True,300,0,298,0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2058429.1166666667,0,0.0
0xe0****c953,0,0.0,1,True,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.38333333333334,0,0.0
0xe1****db6f,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0,0.0
0xe9****8904,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xf9****2ddc,0,0.0,1,True,7,0,6,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78309.06666666667,0,0.0
0xa9****c22a,0,0.0,1,True,13,0,12,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0,0.0
0xbd****7bea,0,0.0,1,True,5,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.03333333333333,0,0.0
0xde****f4a4,0,0.0,1,True,11,0,10,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82565.41666666667,0,0.0
0x38****4c0e,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0,0.0
0x3f****d9c0,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0,0.0
0x49****9d3d,0,0.0,1,True,4,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.41666666666666,0,0.0
0x53****d002,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9166666666666665,0,0.0
0x69****a819,0,0.0,1,True,14,0,7,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14047.766666666666,0,0.0
0x7a****9f25,0,0.0,1,True,18,0,17,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496768.7166666666,0,0.0
0x7a****f1d2,0,0.0,1,True,33,0,27,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120379.83333333331,0,0.0
0x92****3946,0,0.0,1,True,15,0,13,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.5333333333333,0,0.0
0x96****58b1,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,0.0
0x9a****57bc,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966666666666667,0,0.0
0x9d****7118,0,0.0,1,True,16,0,9,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12463.366666666669,0,0.0
0xad****8249,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.41666666666666,0,0.0
0xad****a5cb,0,0.0,1,True,5,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56666666666666,0,0.0
0xba****5fb3,0,0.0,1,True,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0xcc****3822,0,0.0,1,True,5,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.733333333333333,0,0.0
0xcd****ae85,0,0.0,1,True,6,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.833333333333334,0,0.0
0xde****2026,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.033333333333331,0,0.0
0xdf****fd8b,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0,0.0
0xe3****0c87,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,0,0.0
0xe4****cd41,0,0.0,1,True,8,0,5,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766666666666667,0,0.0
0xe6****243b,0,0.0,1,True,7,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.61666666666666,0,0.0
0xf3****a10e,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.216666666666667,0,0.0
0xf6****90e8,0,0.0,1,True,33,0,22,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.016666666666666,0,0.0
0x08****c603,0,0.0,1,True,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0,0.0
0x08****4a66,0,0.0,1,True,4,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0,0.0
0x16****e27f,0,0.0,1,True,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6166666666666667,0,0.0
0x24****f23a,0,0.0,1,True,4,0,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0,0.0
